gene	Knum
NODE_19968_length_944_cov_44.321799_g14115_i0.p1	K04962
NODE_1996_length_3447_cov_2552.290208_g1340_i0.p1	K01890
NODE_19970_length_944_cov_36.282584_g14116_i0.p3	K04567
NODE_19971_length_944_cov_8.356401_g13240_i1.p1	K10408
NODE_19975_length_944_cov_4.928489_g14120_i0.p1	K23286
NODE_19975_length_944_cov_4.928489_g14120_i0.p3	K08853
NODE_19977_length_943_cov_13283.290993_g7910_i1.p2	K25138
NODE_19978_length_943_cov_11338.177829_g7910_i2.p2	K23729
NODE_19979_length_943_cov_1963.958430_g14122_i0.p1	K23540
NODE_1997_length_3447_cov_2141.686647_g1341_i0.p1	K19607
NODE_19980_length_943_cov_1330.085450_g14123_i0.p2	K16767
NODE_19980_length_943_cov_1330.085450_g14123_i0.p5	K17586
NODE_19981_length_943_cov_649.528868_g14124_i0.p4	K00718
NODE_19982_length_943_cov_453.073903_g14125_i0.p1	K20793
NODE_19983_length_943_cov_354.064665_g639_i3.p2	K22913
NODE_19984_length_943_cov_186.668591_g14126_i0.p1	K15115
NODE_19985_length_943_cov_155.330254_g14127_i0.p4	K13765
NODE_19986_length_943_cov_129.233256_g14128_i0.p1	K18327
NODE_19988_length_943_cov_63.991917_g14130_i0.p1	K07218
NODE_19989_length_943_cov_58.112009_g14131_i0.p1	K00604
NODE_19991_length_943_cov_41.713626_g12245_i2.p1	K00033
NODE_19992_length_943_cov_18.736721_g14133_i0.p1	K02150
NODE_19993_length_943_cov_15.673210_g7544_i1.p3	K19953
NODE_19994_length_943_cov_10.818707_g14134_i0.p1	K01142
NODE_19995_length_943_cov_7.080831_g14135_i0.p1	K03650
NODE_19996_length_943_cov_3.416859_g14136_i0.p1	K08300
NODE_19997_length_943_cov_2.980370_g14137_i0.p2	K02040
NODE_19999_length_942_cov_2817.982659_g13937_i1.p1	K07562
NODE_1999_length_3446_cov_62.690116_g1343_i0.p1	K04911
NODE_199_length_7103_cov_37.679049_g117_i0.p8	K01537
NODE_199_length_7103_cov_37.679049_g117_i0.p5	K04819
NODE_19_length_13468_cov_299.499216_g14_i0.p1	K09026
NODE_19_length_13468_cov_299.499216_g14_i0.p1	K10408
NODE_20000_length_942_cov_1890.378035_g13802_i2.p1	K24185
NODE_20001_length_942_cov_1716.449711_g14138_i0.p2	K03301
NODE_20002_length_942_cov_1637.349133_g14139_i0.p1	K07755
NODE_20003_length_942_cov_1511.868208_g4405_i3.p1	K16549
NODE_20004_length_942_cov_1510.224277_g13802_i3.p1	K03254
NODE_20005_length_942_cov_1007.712139_g14140_i0.p1	K08044
NODE_20006_length_942_cov_846.439306_g692_i12.p2	K15009
NODE_20007_length_942_cov_689.408092_g14141_i0.p1	K16134
NODE_20008_length_942_cov_679.582659_g14142_i0.p2	K00787
NODE_20009_length_942_cov_471.828902_g14143_i0.p1	K10706
NODE_2000_length_3445_cov_1048.239014_g98_i10.p1	K21991
NODE_20010_length_942_cov_357.537572_g14144_i0.p1	K17734
NODE_20011_length_942_cov_323.872832_g14145_i0.p1	K01818
NODE_20012_length_942_cov_173.313295_g14146_i0.p1	K16740
NODE_20013_length_942_cov_98.678613_g14147_i0.p1	K03594
NODE_20014_length_942_cov_26.461272_g14148_i0.p1	K06385
NODE_20015_length_942_cov_14.608092_g14149_i0.p1	K00789
NODE_20015_length_942_cov_14.608092_g14149_i0.p2	K22910
NODE_20016_length_942_cov_13.039306_g14150_i0.p1	K25553
NODE_20017_length_942_cov_9.009249_g14151_i0.p1	K03723
NODE_20018_length_941_cov_30588.666667_g14152_i0.p1	K08117
NODE_20019_length_941_cov_10819.068287_g5102_i2.p2	K06268
NODE_2001_length_3444_cov_15.886249_g1344_i0.p1	K03469
NODE_20020_length_941_cov_6020.188657_g14153_i0.p2	K17279
NODE_20021_length_941_cov_5338.287037_g243_i5.p3	K17616
NODE_20022_length_941_cov_1953.527778_g14154_i0.p1	K03163
NODE_20023_length_941_cov_1681.042824_g4792_i1.p1	K14492
NODE_20024_length_941_cov_1243.081019_g14155_i0.p1	K24810
NODE_20025_length_941_cov_1005.991898_g14156_i0.p1	K20283
NODE_20026_length_941_cov_575.729167_g3536_i8.p3	K15505
NODE_20027_length_941_cov_464.870370_g14157_i0.p1	K15375
NODE_20028_length_941_cov_243.415509_g14158_i0.p1	K22266
NODE_20029_length_941_cov_180.761574_g14159_i0.p1	K01011
NODE_2002_length_3444_cov_15.548263_g1344_i1.p1	K03469
NODE_20030_length_941_cov_146.239583_g14160_i0.p1	K12567
NODE_20031_length_941_cov_146.118056_g13535_i2.p1	K17573
NODE_20032_length_941_cov_77.633102_g14161_i0.p1	K12035
NODE_20035_length_941_cov_58.703704_g473_i9.p1	K24181
NODE_20036_length_941_cov_55.881944_g12053_i1.p1	K01023
NODE_20037_length_941_cov_13.327546_g14164_i0.p1	K12811
NODE_20038_length_941_cov_7.384259_g9425_i1.p1	K01142
NODE_2003_length_3443_cov_1788.698158_g1345_i0.p1	K20478
NODE_20040_length_941_cov_5.956019_g14166_i0.p1	K01872
NODE_20041_length_941_cov_1.771991_g14167_i0.p2	K02867
NODE_20042_length_940_cov_14716.449594_g13591_i1.p1	K00637
NODE_20043_length_940_cov_6512.395133_g98_i17.p1	K10410
NODE_20044_length_940_cov_5519.228273_g14168_i0.p1	K0451
NODE_20045_length_940_cov_1881.626883_g10247_i1.p1	K11855
NODE_20047_length_940_cov_1116.407879_g14170_i0.p1	K11985
NODE_20048_length_940_cov_893.085747_g14171_i0.p1	K22804
NODE_20049_length_940_cov_516.813441_g14172_i0.p1	K19511
NODE_2004_length_3443_cov_610.106655_g433_i1.p1	K20478
NODE_20050_length_940_cov_234.695249_g14173_i0.p4	K13765
NODE_20051_length_940_cov_219.989571_g14174_i0.p3	K01609
NODE_20052_length_940_cov_210.157590_g14175_i0.p1	K12035
NODE_20053_length_940_cov_181.640788_g14176_i0.p1	K02313
NODE_20054_length_940_cov_109.527231_g14177_i0.p1	K15703
NODE_20055_length_940_cov_16.456547_g14178_i0.p3	K09405
NODE_20056_length_940_cov_10.687138_g14179_i0.p1	K25802
NODE_20057_length_940_cov_10.183082_g7491_i1.p1	K05125
NODE_20058_length_940_cov_4.541136_g14180_i0.p1	K14292
NODE_20059_length_939_cov_3835.162413_g11376_i1.p4	K03547
NODE_20060_length_939_cov_3576.221578_g5786_i3.p1	K10396
NODE_20061_length_939_cov_2932.535963_g14181_i0.p1	K11367
NODE_20062_length_939_cov_2485.380510_g14182_i0.p5	K09580
NODE_20063_length_939_cov_2266.385151_g14183_i0.p1	K24733
NODE_20064_length_939_cov_791.070766_g14184_i0.p1	K15085
NODE_20065_length_939_cov_436.684455_g540_i5.p1	K20478
NODE_20066_length_939_cov_415.256381_g14185_i0.p1	K24886
NODE_20067_length_939_cov_348.501160_g13710_i2.p1	K16476
NODE_20069_length_939_cov_229.303944_g14187_i0.p1	K24020
NODE_2006_length_3443_cov_54.117053_g286_i2.p6	K23331
NODE_20070_length_939_cov_179.907193_g14188_i0.p1	K24997
NODE_20073_length_939_cov_76.219258_g14191_i0.p1	K19326
NODE_20074_length_939_cov_41.503480_g14192_i0.p1	K08618
NODE_20075_length_939_cov_32.592807_g14193_i0.p1	K23720
NODE_20076_length_939_cov_24.696056_g14194_i0.p1	K23560
NODE_20077_length_939_cov_9.417633_g14195_i0.p1	K09401
NODE_20078_length_939_cov_8.814385_g14196_i0.p4	K01051
NODE_20078_length_939_cov_8.814385_g14196_i0.p3	K01798
NODE_20079_length_939_cov_8.433875_g5750_i2.p1	K13849
NODE_2007_length_3442_cov_163.277266_g1347_i0.p1	K04909
NODE_20081_length_939_cov_6.450116_g14198_i0.p1	K10352
NODE_20082_length_939_cov_4.848028_g14199_i0.p1	K22808
NODE_20083_length_938_cov_38997.313589_g10207_i1.p2	K18412
NODE_20084_length_938_cov_8689.537747_g5301_i6.p1	K07795
NODE_20085_length_938_cov_7421.441347_g12801_i1.p1	K11498
NODE_20086_length_938_cov_4963.599303_g14200_i0.p1	K20465
NODE_20087_length_938_cov_3271.447154_g14201_i0.p1	K23002
NODE_20088_length_938_cov_2410.205575_g14202_i0.p1	K03442
NODE_20089_length_938_cov_2364.257840_g14203_i0.p1	K17498
NODE_2008_length_3442_cov_64.534027_g1348_i0.p1	K20276
NODE_2008_length_3442_cov_64.534027_g1348_i0.p2	K11577
NODE_20090_length_938_cov_1735.260163_g14204_i0.p1	K23664
NODE_20091_length_938_cov_1426.629501_g14205_i0.p1	K01061
NODE_20092_length_938_cov_1346.259001_g14205_i1.p1	K01061
NODE_20093_length_938_cov_1248.109175_g5287_i1.p2	K01879
NODE_20094_length_938_cov_1033.587689_g14206_i0.p1	K09291
NODE_20096_length_938_cov_516.036005_g14208_i0.p1	K23930
NODE_20097_length_938_cov_390.702671_g14209_i0.p1	K20478
NODE_2009_length_3440_cov_1105.153137_g473_i6.p1	K25802
NODE_200_length_7092_cov_640.647470_g103_i1.p1	K21436
NODE_20100_length_938_cov_179.105691_g14210_i0.p2	K08013
NODE_20102_length_938_cov_149.084785_g14212_i0.p1	K03656
NODE_20106_length_938_cov_51.996516_g14214_i0.p1	K11499
NODE_20108_length_938_cov_24.475029_g14216_i0.p1	K16808
NODE_20109_length_938_cov_17.190476_g14217_i0.p2	K07658
NODE_20109_length_938_cov_17.190476_g14217_i0.p1	K06969
NODE_2010_length_3440_cov_931.799881_g1349_i0.p1	K10421
NODE_20110_length_938_cov_17.033682_g14218_i0.p1	K04759
NODE_20112_length_938_cov_9.140534_g14220_i0.p2	K05467
NODE_20113_length_938_cov_4.163763_g14221_i0.p1	K08898
NODE_20116_length_937_cov_5092.756977_g14224_i0.p1	K00558
NODE_20117_length_937_cov_4400.290698_g14225_i0.p1	K25593
NODE_20118_length_937_cov_4030.415116_g14226_i0.p1	K13216
NODE_20118_length_937_cov_4030.415116_g14226_i0.p3	K06129
NODE_20119_length_937_cov_2178.117442_g14227_i0.p1	K08047
NODE_2011_length_3440_cov_920.261374_g1349_i1.p1	K10421
NODE_20120_length_937_cov_1658.488372_g13802_i4.p1	K03254
NODE_20122_length_937_cov_839.366279_g14229_i0.p1	K16551
NODE_20123_length_937_cov_595.691860_g14230_i0.p1	K01520
NODE_20124_length_937_cov_529.238372_g7101_i1.p1	K25636
NODE_20125_length_937_cov_458.494186_g14231_i0.p1	K10591
NODE_20126_length_937_cov_337.650000_g9809_i1.p1	K0565
NODE_20128_length_937_cov_286.658140_g14232_i0.p1	K20478
NODE_20129_length_937_cov_172.437209_g14210_i1.p2	K08013
NODE_2012_length_3439_cov_147.196014_g1350_i0.p1	K04909
NODE_20130_length_937_cov_164.826744_g11523_i1.p3	K05011
NODE_20132_length_937_cov_146.620930_g12877_i1.p1	K09527
NODE_20133_length_937_cov_145.460465_g14234_i0.p1	K10166
NODE_20134_length_937_cov_126.333721_g14235_i0.p1	K14835
NODE_20135_length_937_cov_86.060465_g14236_i0.p1	K14297
NODE_20136_length_937_cov_46.162791_g14237_i0.p1	K21804
NODE_20137_length_937_cov_36.743023_g14238_i0.p2	K17934
NODE_20138_length_937_cov_33.768605_g13896_i1.p2	K10143
NODE_20139_length_937_cov_25.360465_g14239_i0.p1	K17570
NODE_2013_length_3438_cov_2959.257661_g1351_i0.p6	K03254
NODE_2013_length_3438_cov_2959.257661_g1351_i0.p1	K20478
NODE_20140_length_937_cov_23.241860_g14240_i0.p1	K10382
NODE_20141_length_937_cov_5.937209_g14241_i0.p1	K00423
NODE_20142_length_937_cov_4.375581_g14242_i0.p1	K01595
NODE_20143_length_936_cov_18746.477299_g14243_i0.p1	K02883
NODE_20144_length_936_cov_18198.790454_g14244_i0.p1	K04088
NODE_20145_length_936_cov_10974.270081_g14245_i0.p2	K16724
NODE_20146_length_936_cov_4657.229336_g14246_i0.p1	K22909
NODE_20147_length_936_cov_1510.273574_g14247_i0.p1	K08119
NODE_20148_length_936_cov_1021.214203_g14248_i0.p1	K18274
NODE_20149_length_936_cov_982.523865_g692_i13.p2	K10955
NODE_2014_length_3438_cov_1520.560250_g1352_i0.p1	K17218
NODE_2014_length_3438_cov_1520.560250_g1352_i0.p3	K17525
NODE_20150_length_936_cov_697.047730_g6134_i2.p2	K17473
NODE_20151_length_936_cov_608.522701_g14249_i0.p1	K15187
NODE_20152_length_936_cov_473.835856_g3421_i5.p2	K16195
NODE_20153_length_936_cov_260.455180_g14250_i0.p1	K03588
NODE_20154_length_936_cov_171.800931_g14251_i0.p1	K10236
NODE_20155_length_936_cov_65.556461_g14252_i0.p1	K08745
NODE_20156_length_936_cov_52.258440_g14253_i0.p2	K25615
NODE_20157_length_936_cov_51.740396_g14254_i0.p1	K00101
NODE_20158_length_936_cov_40.649593_g14255_i0.p1	K06640
NODE_20159_length_936_cov_38.969732_g14256_i0.p1	K10383
NODE_2015_length_3438_cov_1379.927105_g1352_i1.p3	K17525
NODE_2015_length_3438_cov_1379.927105_g1352_i1.p1	K16832
NODE_20160_length_936_cov_35.915017_g14257_i0.p1	K09667
NODE_20162_length_936_cov_32.131548_g14258_i0.p1	K22390
NODE_20163_length_936_cov_10.896391_g14259_i0.p1	K01265
NODE_20164_length_936_cov_10.169965_g14260_i0.p1	K20034
NODE_20165_length_936_cov_3.309662_g14261_i0.p1	K00333
NODE_20166_length_935_cov_14136.918415_g14262_i0.p2	K01834
NODE_20167_length_935_cov_8287.877622_g14263_i0.p1	K09270
NODE_20169_length_935_cov_2727.649184_g13043_i1.p2	K20276
NODE_2016_length_3438_cov_324.470098_g1353_i0.p2	K12860
NODE_20170_length_935_cov_425.959207_g14265_i0.p1	K04350
NODE_20171_length_935_cov_249.986014_g14266_i0.p1	K25533
NODE_20172_length_935_cov_223.837995_g14267_i0.p1	K07042
NODE_20173_length_935_cov_132.817016_g14268_i0.p1	K16533
NODE_20174_length_935_cov_101.886946_g14269_i0.p1	K17541
NODE_20175_length_935_cov_89.513986_g14270_i0.p1	K24387
NODE_20176_length_935_cov_71.658508_g14271_i0.p1	K25070
NODE_20177_length_935_cov_66.441725_g14272_i0.p1	K04763
NODE_20178_length_935_cov_64.000000_g14273_i0.p1	K17541
NODE_20179_length_935_cov_7.034965_g14274_i0.p1	K03469
NODE_2017_length_3437_cov_899.838988_g1354_i0.p1	K02156
NODE_20180_length_935_cov_5.040793_g14275_i0.p1	K08789
NODE_20181_length_935_cov_4.831002_g14276_i0.p1	K16731
NODE_20182_length_935_cov_4.081585_g12818_i1.p1	K01354
NODE_20183_length_935_cov_3.735431_g14277_i0.p2	K18668
NODE_20184_length_934_cov_20007.480747_g14278_i0.p3	K04257
NODE_20184_length_934_cov_20007.480747_g14278_i0.p1	K12841
NODE_20185_length_934_cov_14760.918320_g14279_i0.p3	K03283
NODE_20186_length_934_cov_13875.533256_g7741_i1.p1	K14312
NODE_20187_length_934_cov_7538.436406_g2022_i2.p3	K22182
NODE_20188_length_934_cov_1945.656943_g14280_i0.p1	K07152
NODE_20189_length_934_cov_267.138856_g8933_i2.p3	K14786
NODE_2018_length_3437_cov_132.421726_g1355_i0.p1	K20276
NODE_20190_length_934_cov_229.114352_g14281_i0.p1	K04995
NODE_20191_length_934_cov_218.906651_g14282_i0.p4	K21853
NODE_20191_length_934_cov_218.906651_g14282_i0.p2	K24225
NODE_20192_length_934_cov_209.017503_g14283_i0.p1	K23560
NODE_20193_length_934_cov_208.798133_g14284_i0.p1	K08115
NODE_20195_length_934_cov_155.373396_g14286_i0.p1	K12035
NODE_20196_length_934_cov_110.817970_g14287_i0.p3	K05658
NODE_20197_length_934_cov_52.438740_g14288_i0.p1	K05277
NODE_20198_length_934_cov_30.880980_g14289_i0.p1	K10226
NODE_20199_length_934_cov_29.477246_g14290_i0.p1	K12482
NODE_2019_length_3436_cov_5957.447157_g1356_i0.p2	K01578
NODE_2019_length_3436_cov_5957.447157_g1356_i0.p1	K08857
NODE_201_length_7011_cov_584.707817_g118_i0.p1	K18663
NODE_20200_length_934_cov_13.229872_g14291_i0.p1	K07736
NODE_20201_length_934_cov_12.978996_g14292_i0.p1	K15333
NODE_20202_length_934_cov_12.536756_g14293_i0.p1	K01156
NODE_20203_length_934_cov_11.981330_g14294_i0.p1	K02337
NODE_20206_length_934_cov_5.616103_g14297_i0.p1	K03545
NODE_20207_length_934_cov_3.519253_g14298_i0.p1	K06269
NODE_20208_length_933_cov_11277.531542_g51_i3.p1	K01674
NODE_2020_length_3436_cov_2285.607026_g1357_i0.p1	K23740
NODE_20210_length_933_cov_962.293224_g14299_i0.p1	K14573
NODE_20211_length_933_cov_675.844626_g14300_i0.p1	K24478
NODE_20212_length_933_cov_603.469626_g14301_i0.p1	K19878
NODE_20213_length_933_cov_581.586449_g528_i1.p1	K20857
NODE_20214_length_933_cov_373.287383_g14302_i0.p1	K12488
NODE_20215_length_933_cov_347.106308_g14303_i0.p1	K16618
NODE_20216_length_933_cov_346.574766_g14304_i0.p1	K14292
NODE_20217_length_933_cov_279.960280_g14305_i0.p1	K21988
NODE_20218_length_933_cov_221.200935_g14306_i0.p1	K11725
NODE_20219_length_933_cov_176.292056_g14307_i0.p1	K21988
NODE_2021_length_3436_cov_876.657636_g1358_i0.p2	K14684
NODE_2021_length_3436_cov_876.657636_g1358_i0.p1	K23573
NODE_20220_length_933_cov_150.435748_g5390_i1.p1	K21449
NODE_20221_length_933_cov_140.344626_g7332_i2.p1	K02365
NODE_20222_length_933_cov_136.318925_g14308_i0.p1	K02838
NODE_20223_length_933_cov_68.463785_g14309_i0.p3	K15051
NODE_20224_length_933_cov_67.994159_g14310_i0.p1	K23729
NODE_20225_length_933_cov_2.619159_g14311_i0.p1	K12822
NODE_20226_length_932_cov_38031.721637_g10207_i2.p1	K18412
NODE_20227_length_932_cov_2068.528655_g14312_i0.p1	K17963
NODE_20228_length_932_cov_1581.304094_g14313_i0.p1	K15193
NODE_20229_length_932_cov_987.145029_g14314_i0.p2	K10408
NODE_2022_length_3436_cov_731.729384_g1083_i1.p1	K2186
NODE_20230_length_932_cov_780.046784_g14315_i0.p4	K10408
NODE_20230_length_932_cov_780.046784_g14315_i0.p2	K10408
NODE_20231_length_932_cov_664.918129_g14316_i0.p1	K12604
NODE_20232_length_932_cov_542.060819_g14317_i0.p1	K02037
NODE_20233_length_932_cov_299.736842_g14318_i0.p1	K01831
NODE_20234_length_932_cov_150.446784_g14319_i0.p1	K20792
NODE_20235_length_932_cov_85.302924_g14320_i0.p1	K03705
NODE_20236_length_932_cov_83.008187_g14321_i0.p1	K04077
NODE_20237_length_932_cov_80.409357_g14322_i0.p2	K08333
NODE_20238_length_932_cov_74.716959_g14323_i0.p2	K03469
NODE_20239_length_932_cov_55.168421_g14324_i0.p1	K03100
NODE_2023_length_3436_cov_513.885085_g1359_i0.p1	K21867
NODE_20240_length_932_cov_51.960234_g14325_i0.p1	K25680
NODE_20241_length_932_cov_29.292398_g14326_i0.p1	K19677
NODE_20242_length_932_cov_25.900585_g14327_i0.p1	K19680
NODE_20243_length_932_cov_21.749708_g14328_i0.p3	K01874
NODE_20244_length_932_cov_21.512281_g14329_i0.p1	K10754
NODE_20245_length_932_cov_20.899415_g14330_i0.p1	K12762
NODE_20246_length_932_cov_15.500585_g14331_i0.p1	K17608
NODE_20247_length_932_cov_11.146199_g14332_i0.p1	K15778
NODE_20248_length_932_cov_10.624561_g14333_i0.p1	K24223
NODE_20249_length_932_cov_8.725146_g14334_i0.p1	K06287
NODE_2024_length_3436_cov_63.961893_g1348_i1.p1	K20276
NODE_2024_length_3436_cov_63.961893_g1348_i1.p2	K11577
NODE_20250_length_932_cov_8.370760_g14335_i0.p3	K02004
NODE_20250_length_932_cov_8.370760_g14335_i0.p1	K03596
NODE_20251_length_932_cov_7.600000_g14336_i0.p1	K05072
NODE_20252_length_932_cov_7.065497_g14337_i0.p1	K07406
NODE_20253_length_932_cov_5.461988_g14338_i0.p1	K00941
NODE_20255_length_932_cov_4.102924_g14340_i0.p1	K07371
NODE_20256_length_931_cov_43626.310304_g14341_i0.p1	K02966
NODE_20258_length_931_cov_5848.795082_g10370_i1.p1	K03685
NODE_20259_length_931_cov_4801.818501_g14343_i0.p1	K08991
NODE_2025_length_3434_cov_6102.100089_g1360_i0.p7	K10356
NODE_20261_length_931_cov_3330.107728_g10370_i2.p1	K15376
NODE_20262_length_931_cov_2488.515222_g4010_i2.p1	K20283
NODE_20263_length_931_cov_2172.687354_g14345_i0.p1	K11577
NODE_20264_length_931_cov_765.352459_g14346_i0.p1	K12613
NODE_20266_length_931_cov_663.100703_g14347_i0.p1	K03821
NODE_20267_length_931_cov_464.300937_g14348_i0.p1	K06927
NODE_20268_length_931_cov_414.967213_g14349_i0.p2	K10362
NODE_20269_length_931_cov_234.114754_g14350_i0.p1	K20276
NODE_2026_length_3433_cov_67.860846_g1361_i0.p1	K04953
NODE_20271_length_931_cov_123.638173_g2418_i3.p1	K03284
NODE_20272_length_931_cov_75.169789_g14351_i0.p1	K07462
NODE_20273_length_931_cov_72.761124_g2935_i2.p1	K05673
NODE_20274_length_931_cov_38.651054_g14352_i0.p2	K10170
NODE_20274_length_931_cov_38.651054_g14352_i0.p1	K11204
NODE_20275_length_931_cov_19.597190_g14353_i0.p1	K13999
NODE_20277_length_931_cov_10.365340_g14355_i0.p1	K20478
NODE_20278_length_931_cov_3.522248_g14356_i0.p1	K17388
NODE_20279_length_930_cov_20334.256741_g2546_i5.p2	K00383
NODE_2027_length_3432_cov_6685.348435_g309_i2.p3	K05643
NODE_2027_length_3432_cov_6685.348435_g309_i2.p2	K0564
NODE_20280_length_930_cov_18453.261430_g2546_i6.p2	K00383
NODE_20281_length_930_cov_12420.742087_g9017_i1.p2	K20102
NODE_20282_length_930_cov_3570.944900_g14357_i0.p2	K17080
NODE_20283_length_930_cov_1618.318875_g14358_i0.p1	K20478
NODE_20284_length_930_cov_1106.347011_g14359_i0.p1	K08396
NODE_20285_length_930_cov_1073.166471_g14360_i0.p1	K00854
NODE_20286_length_930_cov_710.430246_g14361_i0.p2	K18628
NODE_20288_length_930_cov_453.260258_g6967_i1.p1	K02871
NODE_20289_length_930_cov_411.495897_g14363_i0.p1	K06061
NODE_2028_length_3431_cov_1869.955575_g556_i1.p1	K10400
NODE_20290_length_930_cov_371.724502_g10818_i1.p2	K24674
NODE_20291_length_930_cov_268.956624_g14364_i0.p1	K18670
NODE_20293_length_930_cov_120.547479_g14366_i0.p2	K20642
NODE_20293_length_930_cov_120.547479_g14366_i0.p1	K07609
NODE_20294_length_930_cov_45.314185_g14367_i0.p1	K14009
NODE_20295_length_930_cov_41.307151_g14368_i0.p1	K20027
NODE_20296_length_930_cov_13.704572_g14369_i0.p1	K01689
NODE_20297_length_930_cov_11.011723_g14370_i0.p1	K11839
NODE_20298_length_930_cov_6.580305_g14371_i0.p1	K20476
NODE_20299_length_930_cov_5.181712_g14372_i0.p1	K02994
NODE_20299_length_930_cov_5.181712_g14372_i0.p2	K02933
NODE_2029_length_3431_cov_153.703936_g1078_i1.p1	K04911
NODE_202_length_7004_cov_609.193302_g119_i0.p1	K16803
NODE_20302_length_930_cov_3.193435_g14375_i0.p1	K11959
NODE_20303_length_930_cov_2.736225_g14376_i0.p1	K01478
NODE_20304_length_929_cov_23870.786385_g13187_i1.p2	K00933
NODE_20305_length_929_cov_15788.757042_g10589_i1.p1	K20478
NODE_20306_length_929_cov_11513.021127_g14377_i0.p1	K02729
NODE_20307_length_929_cov_4912.273474_g2567_i2.p1	K23539
NODE_20309_length_929_cov_1654.201878_g14379_i0.p1	K15076
NODE_20310_length_929_cov_1350.698357_g13856_i1.p1	K20793
NODE_20311_length_929_cov_900.287559_g1774_i28.p3	K05641
NODE_20312_length_929_cov_577.380282_g14380_i0.p1	K03002
NODE_20313_length_929_cov_419.424883_g14381_i0.p1	K01809
NODE_20314_length_929_cov_405.802817_g14382_i0.p1	K10421
NODE_20315_length_929_cov_390.544601_g14383_i0.p1	K01809
NODE_20316_length_929_cov_338.448357_g14384_i0.p1	K16662
NODE_20317_length_929_cov_272.828638_g14385_i0.p1	K03977
NODE_20318_length_929_cov_182.273474_g14386_i0.p1	K13095
NODE_20319_length_929_cov_80.855634_g14387_i0.p1	K15692
NODE_2031_length_3430_cov_399.875037_g1363_i0.p2	K19525
NODE_20320_length_929_cov_70.715962_g14388_i0.p2	K03469
NODE_20321_length_929_cov_37.893192_g14389_i0.p1	K12794
NODE_20323_length_929_cov_28.306338_g10983_i1.p1	K01530
NODE_20324_length_929_cov_6.791080_g14391_i0.p3	K24435
NODE_20325_length_929_cov_4.854460_g14392_i0.p1	K04496
NODE_20326_length_929_cov_3.485915_g14393_i0.p3	K20733
NODE_20327_length_929_cov_2.636150_g14394_i0.p2	K00820
NODE_20328_length_928_cov_30133.978848_g1123_i3.p1	K06240
NODE_20329_length_928_cov_16489.930670_g1484_i3.p1	K25138
NODE_2032_length_3430_cov_135.847301_g1350_i1.p1	K04909
NODE_20330_length_928_cov_3420.964747_g14395_i0.p1	K11367
